id;profession;createdAt;updatedAt
8660;техник по наземному аварийно-спасательному оборудованию;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8661;техник по наладке и испытаниям;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8662;техник по наладке и ремонту радиоэлектронной аппаратуры и приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8663;техник по обогащению полезных ископаемых;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8664;техник по обслуживанию компьютеров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8665;техник по обслуживанию магистральных газовых труб;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8666;техник по обслуживанию наземных источников питания самолетов западного производства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8667;техник по организации перевозок на грузовом и пассажирском транспорте;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8668;техник по освещению массовых мероприятий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8669;техник по осмотру железнодорожных путей и искусственных сооружений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8670;техник по переработке отходов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8671;техник по планированию;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8672;техник по племенному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8673;техник по подготовке и транспортировке нефти и газа;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8674;техник по подготовке производства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8675;техник по радиолокации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8676;техник по радионавигации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8677;техник по ремонту оборудования и установок насосных станций и гидротехнических сооружений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8678;техник по ремонту геофизической аппаратуры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8679;техник по ремонту и обслуживанию оборудования химической чистки и прачечных машин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8680;техник по ремонту кузовов автомобилей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8681;техник по ремонту оборудования телевидения, радиосвязи и радиовещания;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8682;техник по ремонту электротехнического оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8683;техник по роботу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8684;техник по сборке автомобилей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8685;техник по светотехническому и электротехническому обеспечению полетов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8686;техник по связи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8687;техник по сигнализации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8688;техник по спецосвещению;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8689;техник по стандартизации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8690;техник по топливно-энергетическим ресурсам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8691;техник по труду;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8692;техник по установке, ремонту и обслуживанию медицинской аппаратуры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8693;техник по учету;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8694;техник по учету в автохозяйстве;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8695;техник по учету в энергохозяйстве;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8696;техник по учету горюче-смазочных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8697;техник по учету и комплектации материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8698;техник по учету материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8699;техник по учету ресурса воздушных судов и их оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8700;техник по учету сырья и готовой продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8701;техник по учету, приему, хранению и отпуску геологических материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8702;техник по учету, приему, хранению и отпуску материальных ценностей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8703;техник по эксплуатации автоматизированных объектов водного хозяйства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8704;техник по эксплуатации автотранспорта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8705;техник по эксплуатации жилого фонда;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8706;техник по эксплуатации и обслуживанию установок транспортировки, хранения нефти и нефтепродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8707;техник по эксплуатации и ремонту оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8708;техник по эксплуатации компьютеров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8709;техник по эксплуатации нефтепроводов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8710;техник по эксплуатации оборудования газовых объектов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8711;техник по эксплуатации оборудования почтовой связи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8712;техник по эксплуатации осмотру насосов и насосных станций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8713;техник по эксплуатации сетей и сооружений водопроводно-канализационного хозяйства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8714;техник по эксплуатации технических средств железной дороги;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8715;техник по электрохимической защите;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8716;техник почтовой связи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8717;техник санитарно-технического оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8718;техник службы подвижного состава;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8719;техник службы пути;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8720;техник службы эксплуатации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8721;техник тренажера;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8722;техник фильтровентиляционных установок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8723;техник-агрометеоролог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8724;техник-архитектор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8725;техник-аэрофотограмметрист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8726;техник-газовик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8727;техник-геодезист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8728;техник-геолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8729;техник-геотехнолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8730;техник-геофизик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8731;техник-гидрогеолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8732;техник-гидролог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8733;техник-гидрометр;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8734;техник-гидротехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8735;техник-дозиметрист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8736;техник-инспектор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8737;техник-инспектор по контролю за использованием топлива;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8738;техник-испытатель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8739;техник-конструктор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8740;техник-конструктор-системотехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8741;техник-копировальщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8742;техник-лаборант;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8743;техник-лесопатолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8744;техник-маркшейдер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8745;техник-мелиоратор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8746;техник-металлограф;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8747;техник-метролог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8748;техник-механик гидромелиоративных машин и оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8749;техник-механик по ремонту бытовых машин и электрооборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8750;техник-монтажник радиоэлектронных систем;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8751;техник-нарядчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8752;техник-оператор средств контроля;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8753;техник-оператор центров логистики;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8754;техник-оформитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8755;техник-охотовед;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8756;техник-программист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8757;техник-проектировщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8758;техник-проектировщик мемориальных конструкций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8759;техник-протезист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8760;техник-радиолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8761;техник-радиооператор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8762;техник-ремонтник тепломеханического оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8763;техник-рентгенолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8764;техник-системный администратор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8765;техник-смотритель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8766;техник-строитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8767;техник-счетчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8768;техник-таксатор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8769;техник-телефонист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8770;техник-теплотехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8771;техник-технолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8772;техник-технолог по переработке и консервированию сельскохозяйственной продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8773;техник-топограф;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8774;техник-химик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8775;техник-чертежник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8776;техник-электроник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8777;техник-энергетик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8778;технический директор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8779;технический контролер почтовых вагонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8780;технический руководитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8781;технический руководитель геологической партии;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8782;технический руководитель запани;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8783;технический руководитель лесобиржи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8784;технолог декораций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8785;технолог информационных служб (по видам деятельности);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8786;технолог металлургического производства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8787;технолог приготовления пищи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8788;технолог участка;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8789;технолог цеха;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8790;технолог-наставник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8791;титестер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8792;товаровед;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8793;токсиколог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8794;топограф;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8795;топограф-землеустроитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8796;торговец;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8797;торговый дилер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8798;травник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8799;трейдер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8800;трейдер (торговец биржи);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8801;трейдер по ценным бумагам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8802;тренер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8803;тренер государственный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8804;тренер по детским спортивным играм;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8805;тренер по массовым видам спорта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8806;тренер по национальным видам спорта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8807;тренер по олимпийским видам спорта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8808;"тренер-воспитатель ловчих птиц (старое наименование - ""сокольничий"")";2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8809;тренер-инструктор по видам спорта в образовательных и внешкольных учреждениях;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8810;тренер-инструктор по видам спорта в образовательных и внешкольных учреждениях;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8811;тренер-преподаватель по спорту;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8812;тренер-преподаватель по спорту;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8813;тренинг-менеджер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8814;тренинг-менеджер (бизнес-тренер);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8815;третий секретарь посольства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8816;турагент (специалист по туризму);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8817;тураниматор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8818;уполномоченный конторы по импорту скота;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8819;уполномоченный министерства внешних экономических связей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8820;уполномоченный по организации перевозок хлебопродуктов железнодорожным и водным транспортом;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8821;уполномоченный совета по делам религий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8822;управляющий делами;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8823;управляющий директор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8824;управляющий конторой банка;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8825;управляющий контрольно-испытательной станции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8826;управляющий объединением (заготовительным, производственным, энергетическим);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8827;управляющий отделением (внешнеторгового объединения, банка, торгово-промышленной палаты, управления по иностранному туризму и др.);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8828;управляющий трестом;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8829;управляющий участком (сельскохозяйственным);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8830;управляющий фермой;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8831;ученик мастера, подмастерий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8832;ученый секретарь;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8833;ученый секретарь научно-исследовательского института;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8834;учетчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8835;учитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8836;учитель детских музыкальных школ и школ искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8837;учитель детских дошкольных учреждений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8838;учитель класса духовых и ударных инструментов в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8839;учитель класса струнных инструментов в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8840;учитель класса традиционных инструментов в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8841;учитель класса фортепиано в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8842;учитель класса эстрадных инструментов в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8843;учитель музыкально-теоретических дисциплин и общего фортепиано в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8844;учитель начальных (младших) классов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8845;учитель старших классов общеобразовательных школ;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8846;учитель хоровых дисциплин в детских музыкальных школах и школах искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8847;учитель школы музыки и искусств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8848;учитель-дефектолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8849;учитель-логопед;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8850;фармаколог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8851;фармацевт;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8852;фасилитатор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8853;фельдшер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8854;фельдшер ветеринарный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8855;фельдшер дежурный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8856;фельдшер общей практики;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8857;фельдшер станции (отделения) скорой и неотложной медицинской помощи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8858;фельдшер-лаборант;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8859;фельдъегерь;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8860;фермер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8861;физик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8862;физик атомного ядра и элементарных частиц, ускорительной техники;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8863;физик конденсированных сред и материаловедение (по видам);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8864;физиолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8865;физиотерапевт;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8866;филолог классической литературы (по видам);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8867;философ;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8868;фильмотекарь;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8869;финансист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8870;финансовый аналитик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8871;финансовый директор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8872;финансовый инспектор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8873;финансовый консультант;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8874;финансовый менеджер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8875;фитодизайнер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8876;фитодизайнер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8877;фитопатолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8878;фитопатолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8879;фотокорреспондент;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8880;фотокорреспондент специальный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8881;фототекарь;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8882;фототехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8883;фрахтовщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8884;химик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8885;химик по сопротивлению материалов и защите от коррозии;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8886;химик-технолог неорганических веществ (по видам производства);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8887;химик-технолог органических веществ (по видам производства);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8888;химик-технолог силикатных и трудносплавных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8889;химик-технолог высокомолекулярных соединений (по виду приложения);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8890;химик-технолог лекарственных средств и препаратов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8891;химмотолог;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8892;хоким (района, города, области);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8893;хореограф;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8894;хормейстер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8895;хранитель фондов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8896;хранитель фондов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8897;хранитель экспонатов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8898;хранитель эталонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8899;хронометражист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8900;хронометражист на подземных работах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8901;художественный руководитель фольклорно-этнографического ансамбля;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8902;художник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8903;художник бутафорского театрального искусства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8904;художник кино и телевидения;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8905;художник лаковой миниатюры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8906;художник мемориально-декоративной пластики;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8907;художник монументального декоративного искусства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8908;художник монументальной живописи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8909;художник народных художественных промыслов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8910;художник по комбинированным съемкам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8911;художник по прикладной графике;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8912;художник по свету;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8913;художник по станковой графике;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8914;художник станковой живописи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8915;художник театрально-декорационной живописи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8916;художник театральных костюмов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8917;художник художественных ковров и гобеленов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8918;художник эктопротезного кабинета;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8919;художник-график телевидения;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8920;художник-гример;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8921;художник-декоратор изделий медной чеканки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8922;художник-декоратор телевидения;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8923;художник-дизайнер по банковским и ценным бумагам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8924;художник-дизайнер по монетам, орденам и медалям;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8925;художник-зарисовщик (дома моделей);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8926;художник-конструктор (дизайнер);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8927;художник-кукловод;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8928;художник-модельер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8929;художник-мультипликатор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8930;художник-мультипликатор (аниматор);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8931;художник-оформитель;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8932;художник-оформитель игровых кукол;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8933;художник-постановщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8934;художник-проектировщик мебели;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8935;художник-реставратор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8936;художник-реставратор произведений живописи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8937;художник-фотограф;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
8938;художник-шрифтовщик телевидения;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
